locus_SNP	locus	gRNA	cisGene	MASTcpmdetvalue	FDR
rs7170068	CHRNA3	CHRNA3_3_gene	CHRNA3	0.427114595058901	1
rs7170068	CHRNA3	CHRNA3_3_gene	PSMA4	0.134004416911992	1
rs7170068	CHRNA3	CHRNA3_3_gene	CHRNA5	0.297424871662727	1
rs7170068	CHRNA3	CHRNA3_3_gene	CHRNB4	1	1
rs7170068	CHRNA3	CHRNA3_3_gene	ADAMTS7	0.846599488866518	1
rs520843	GALNT10	GALNT10_1_gene	GALNT10	0.497365877332602	1
rs520843	GALNT10	GALNT10_1_gene	MIR1294	1	1
rs520843	GALNT10	GALNT10_1_gene	SAP30L	0.529629000041301	1
rs520843	GALNT10	GALNT10_2_gene	GALNT10	0.0677978219405955	1
rs520843	GALNT10	GALNT10_2_gene	MIR1294	1	1
rs520843	GALNT10	GALNT10_2_gene	SAP30L	0.344838069569131	1
rs520843	GALNT10	GALNT10_3_gene	GALNT10	0.0554195454535784	1
rs520843	GALNT10	GALNT10_3_gene	MIR1294	1	1
rs520843	GALNT10	GALNT10_3_gene	SAP30L	0.0883863570804367	1
rs12716973	KCTD13	KCTD13_1_gene	INO80E	0.301514827744042	1
rs12716973	KCTD13	KCTD13_1_gene	SEZ6L2	0.933762962104257	1
rs12716973	KCTD13	KCTD13_1_gene	MAZ	0.580251444597832	1
rs12716973	KCTD13	KCTD13_1_gene	C16orf54	1	1
rs12716973	KCTD13	KCTD13_1_gene	PAGR1	0.680081965422462	1
rs12716973	KCTD13	KCTD13_1_gene	KIF22	0.466714113911356	1
rs12716973	KCTD13	KCTD13_1_gene	PRRT2	0.00346336800947164	1
rs12716973	KCTD13	KCTD13_1_gene	CDIPT	0.99744695454466	1
rs12716973	KCTD13	KCTD13_1_gene	MVP	0.656266765185468	1
rs12716973	KCTD13	KCTD13_1_gene	ZG16	1	1
rs12716973	KCTD13	KCTD13_1_gene	KCTD13	0.797034354864792	1
rs12716973	KCTD13	KCTD13_1_gene	HIRIP3	0.598350017403786	1
rs12716973	KCTD13	KCTD13_1_gene	TAOK2	0.417968414804415	1
rs12716973	KCTD13	KCTD13_1_gene	TMEM219	0.157674552398177	1
rs12716973	KCTD13	KCTD13_1_gene	ASPHD1	0.821153971852254	1
rs12716973	KCTD13	KCTD13_1_gene	ALDOA	0.738316408694864	1
rs12716973	KCTD13	KCTD13_1_gene	C16orf92	1	1
rs12716973	KCTD13	KCTD13_1_gene	PPP4C	0.153599222922661	1
rs12716973	KCTD13	KCTD13_1_gene	DOC2A	0.845443547867949	1
rs12716973	KCTD13	KCTD13_1_gene	FAM57B	0.285358489094556	1
rs12716973	KCTD13	KCTD13_1_gene	TBX6	1	1
rs12716973	KCTD13	KCTD13_1_gene	YPEL3	0.91640846427474	1
rs12716973	KCTD13	KCTD13_1_gene	GDPD3	1	1
rs12716973	KCTD13	KCTD13_1_gene	MAPK3	0.780424538226145	1
rs12716973	KCTD13	KCTD13_2_gene	INO80E	0.814466983316161	1
rs12716973	KCTD13	KCTD13_2_gene	SEZ6L2	0.601449982734203	1
rs12716973	KCTD13	KCTD13_2_gene	MAZ	0.880650906999097	1
rs12716973	KCTD13	KCTD13_2_gene	C16orf54	1	1
rs12716973	KCTD13	KCTD13_2_gene	PAGR1	0.14691079685874	1
rs12716973	KCTD13	KCTD13_2_gene	KIF22	0.65913225332295	1
rs12716973	KCTD13	KCTD13_2_gene	PRRT2	0.82625403970746	1
rs12716973	KCTD13	KCTD13_2_gene	CDIPT	0.46733660910962	1
rs12716973	KCTD13	KCTD13_2_gene	MVP	0.687594845180126	1
rs12716973	KCTD13	KCTD13_2_gene	ZG16	1	1
rs12716973	KCTD13	KCTD13_2_gene	KCTD13	0.699804992334038	1
rs12716973	KCTD13	KCTD13_2_gene	HIRIP3	0.440054510787095	1
rs12716973	KCTD13	KCTD13_2_gene	TAOK2	0.755637922367155	1
rs12716973	KCTD13	KCTD13_2_gene	TMEM219	0.0773687282712427	1
rs12716973	KCTD13	KCTD13_2_gene	ASPHD1	0.110972567535004	1
rs12716973	KCTD13	KCTD13_2_gene	ALDOA	0.638803447721863	1
rs12716973	KCTD13	KCTD13_2_gene	C16orf92	1	1
rs12716973	KCTD13	KCTD13_2_gene	PPP4C	0.597300812932574	1
rs12716973	KCTD13	KCTD13_2_gene	DOC2A	0.97451612086023	1
rs12716973	KCTD13	KCTD13_2_gene	FAM57B	0.00848477748045089	1
rs12716973	KCTD13	KCTD13_2_gene	TBX6	1	1
rs12716973	KCTD13	KCTD13_2_gene	YPEL3	0.777441875882441	1
rs12716973	KCTD13	KCTD13_2_gene	GDPD3	1	1
rs12716973	KCTD13	KCTD13_2_gene	MAPK3	0.41004268219052	1
rs12716973	KCTD13	KCTD13_3_gene	INO80E	0.218016443247929	1
rs12716973	KCTD13	KCTD13_3_gene	SEZ6L2	0.63054720729825	1
rs12716973	KCTD13	KCTD13_3_gene	MAZ	0.864743085815747	1
rs12716973	KCTD13	KCTD13_3_gene	C16orf54	1	1
rs12716973	KCTD13	KCTD13_3_gene	PAGR1	0.928354889990146	1
rs12716973	KCTD13	KCTD13_3_gene	KIF22	0.0471761751598	1
rs12716973	KCTD13	KCTD13_3_gene	PRRT2	0.322391241634634	1
rs12716973	KCTD13	KCTD13_3_gene	CDIPT	0.647785668871499	1
rs12716973	KCTD13	KCTD13_3_gene	MVP	0.208257558481061	1
rs12716973	KCTD13	KCTD13_3_gene	ZG16	1	1
rs12716973	KCTD13	KCTD13_3_gene	KCTD13	0.555018066902493	1
rs12716973	KCTD13	KCTD13_3_gene	HIRIP3	0.562635061737957	1
rs12716973	KCTD13	KCTD13_3_gene	TAOK2	0.593940871981116	1
rs12716973	KCTD13	KCTD13_3_gene	TMEM219	0.92364909155112	1
rs12716973	KCTD13	KCTD13_3_gene	ASPHD1	0.0960500057558004	1
rs12716973	KCTD13	KCTD13_3_gene	ALDOA	0.627959784293003	1
rs12716973	KCTD13	KCTD13_3_gene	C16orf92	1	1
rs12716973	KCTD13	KCTD13_3_gene	PPP4C	0.819008527563462	1
rs12716973	KCTD13	KCTD13_3_gene	DOC2A	0.226478184140193	1
rs12716973	KCTD13	KCTD13_3_gene	FAM57B	0.299273135150569	1
rs12716973	KCTD13	KCTD13_3_gene	TBX6	1	1
rs12716973	KCTD13	KCTD13_3_gene	YPEL3	0.0189575843163627	1
rs12716973	KCTD13	KCTD13_3_gene	GDPD3	1	1
rs12716973	KCTD13	KCTD13_3_gene	MAPK3	0.94125898830819	1
rs2192932	KMT2E	KMT2E_1_gene	SRPK2	0.743554492254239	1
rs2192932	KMT2E	KMT2E_1_gene	KMT2E	0.489448107936897	1
rs2192932	KMT2E	KMT2E_1_gene	LHFPL3	1	1
rs2192932	KMT2E	KMT2E_1_gene	LHFPL3-AS2	1	1
rs2192932	KMT2E	KMT2E_2_gene	SRPK2	0.329772828998052	1
rs2192932	KMT2E	KMT2E_2_gene	KMT2E	0.678314658427128	1
rs2192932	KMT2E	KMT2E_2_gene	LHFPL3	1	1
rs2192932	KMT2E	KMT2E_2_gene	LHFPL3-AS2	1	1
rs2192932	KMT2E	KMT2E_3_gene	SRPK2	0.855918591974229	1
rs2192932	KMT2E	KMT2E_3_gene	KMT2E	0.583908009571899	1
rs2192932	KMT2E	KMT2E_3_gene	LHFPL3	1	1
rs2192932	KMT2E	KMT2E_3_gene	LHFPL3-AS2	1	1
rs17200916	LOC105376975	LOC105376975_1_gene	TBC1D5	0.315186622978014	1
rs17200916	LOC105376975	LOC105376975_2_gene	TBC1D5	0.0189453269446508	1
rs17200916	LOC105376975	LOC105376975_3_gene	TBC1D5	0.602706991940004	1
rs1198588	miR137	miR137_1_gene	DPYD	1	1
rs1198588	miR137	miR137_1_gene	MIR137HG	1	1
rs1198588	miR137	miR137_1_gene	MIR2682	1	1
rs1198588	miR137	miR137_1_gene	MIR137	1	1
rs1198588	miR137	miR137_2_gene	DPYD	0.119157742561781	1
rs1198588	miR137	miR137_2_gene	MIR137HG	1	1
rs1198588	miR137	miR137_2_gene	MIR2682	1	1
rs1198588	miR137	miR137_2_gene	MIR137	1	1
rs1198588	miR137	miR137_3_gene	DPYD	1	1
rs1198588	miR137	miR137_3_gene	MIR137HG	0.224312327181934	1
rs1198588	miR137	miR137_3_gene	MIR2682	1	1
rs1198588	miR137	miR137_3_gene	MIR137	1	1
rs324017	NAB2	NAB2_1_gene	R3HDM2	0.996006433034376	1
rs324017	NAB2	NAB2_1_gene	TAC3	0.598530945236886	1
rs324017	NAB2	NAB2_1_gene	LRP1	0.996505791658276	1
rs324017	NAB2	NAB2_1_gene	SDR9C7	1	1
rs324017	NAB2	NAB2_1_gene	ZBTB39	0.730805219327814	1
rs324017	NAB2	NAB2_1_gene	GPR182	1	1
rs324017	NAB2	NAB2_1_gene	RDH16	0.147471184907737	1
rs324017	NAB2	NAB2_1_gene	STAT6	0.133336713975178	1
rs324017	NAB2	NAB2_1_gene	MYO1A	1	1
rs324017	NAB2	NAB2_1_gene	NAB2	0.0589068041278743	1
rs324017	NAB2	NAB2_1_gene	SHMT2	0.38080885201662	1
rs324017	NAB2	NAB2_1_gene	STAC3	0.147772372548801	1
rs324017	NAB2	NAB2_1_gene	NXPH4	0.584993118126985	1
rs324017	NAB2	NAB2_1_gene	MIR1228	1	1
rs324017	NAB2	NAB2_1_gene	NDUFA4L2	0.396365704722229	1
rs324017	NAB2	NAB2_2_gene	R3HDM2	0.887098664531349	1
rs324017	NAB2	NAB2_2_gene	TAC3	0.438042160406057	1
rs324017	NAB2	NAB2_2_gene	LRP1	0.421861017134963	1
rs324017	NAB2	NAB2_2_gene	SDR9C7	1	1
rs324017	NAB2	NAB2_2_gene	ZBTB39	0.751161399244119	1
rs324017	NAB2	NAB2_2_gene	GPR182	1	1
rs324017	NAB2	NAB2_2_gene	RDH16	1	1
rs324017	NAB2	NAB2_2_gene	STAT6	0.148135232177736	1
rs324017	NAB2	NAB2_2_gene	MYO1A	1	1
rs324017	NAB2	NAB2_2_gene	NAB2	0.759277623271078	1
rs324017	NAB2	NAB2_2_gene	SHMT2	0.281081938134246	1
rs324017	NAB2	NAB2_2_gene	STAC3	1	1
rs324017	NAB2	NAB2_2_gene	NXPH4	0.33634440992063	1
rs324017	NAB2	NAB2_2_gene	MIR1228	1	1
rs324017	NAB2	NAB2_2_gene	NDUFA4L2	0.480471721748447	1
rs324017	NAB2	NAB2_3_gene	R3HDM2	0.615694063292588	1
rs324017	NAB2	NAB2_3_gene	TAC3	0.668010500356846	1
rs324017	NAB2	NAB2_3_gene	LRP1	0.407742854487589	1
rs324017	NAB2	NAB2_3_gene	SDR9C7	1	1
rs324017	NAB2	NAB2_3_gene	ZBTB39	0.693859552333358	1
rs324017	NAB2	NAB2_3_gene	GPR182	1	1
rs324017	NAB2	NAB2_3_gene	RDH16	1	1
rs324017	NAB2	NAB2_3_gene	STAT6	0.226594319142381	1
rs324017	NAB2	NAB2_3_gene	MYO1A	1	1
rs324017	NAB2	NAB2_3_gene	NAB2	0.62583238907364	1
rs324017	NAB2	NAB2_3_gene	SHMT2	0.0875631436015759	1
rs324017	NAB2	NAB2_3_gene	STAC3	0.0919618603376985	1
rs324017	NAB2	NAB2_3_gene	NXPH4	0.695308892104693	1
rs324017	NAB2	NAB2_3_gene	MIR1228	1	1
rs324017	NAB2	NAB2_3_gene	NDUFA4L2	0.545169783701088	1
rs301791	RERE	RERE_1_gene	SLC45A1	0.334003405731558	1
rs301791	RERE	RERE_1_gene	RERE	0.227089819421921	1
rs301791	RERE	RERE_2_gene	SLC45A1	0.841540007215532	1
rs301791	RERE	RERE_2_gene	RERE	0.508309547977185	1
rs301791	RERE	RERE_3_gene	SLC45A1	0.0920108415603669	1
rs301791	RERE	RERE_3_gene	RERE	0.679063346897317	1
rs324015	STAT6	STAT6_1_gene	R3HDM2	0.357584107074942	1
rs324015	STAT6	STAT6_1_gene	TAC3	0.664770677133472	1
rs324015	STAT6	STAT6_1_gene	LRP1	0.447013393470551	1
rs324015	STAT6	STAT6_1_gene	SDR9C7	1	1
rs324015	STAT6	STAT6_1_gene	ZBTB39	0.436646152429911	1
rs324015	STAT6	STAT6_1_gene	GPR182	1	1
rs324015	STAT6	STAT6_1_gene	RDH16	1	1
rs324015	STAT6	STAT6_1_gene	STAT6	0.163357044614528	1
rs324015	STAT6	STAT6_1_gene	MYO1A	1	1
rs324015	STAT6	STAT6_1_gene	NAB2	0.319261804147738	1
rs324015	STAT6	STAT6_1_gene	SHMT2	0.704470659441636	1
rs324015	STAT6	STAT6_1_gene	STAC3	1	1
rs324015	STAT6	STAT6_1_gene	NXPH4	0.734891002060263	1
rs324015	STAT6	STAT6_1_gene	MIR1228	1	1
rs324015	STAT6	STAT6_1_gene	NDUFA4L2	0.483486763597691	1
rs324015	STAT6	STAT6_2_gene	R3HDM2	0.4014257079002	1
rs324015	STAT6	STAT6_2_gene	TAC3	0.582249923230917	1
rs324015	STAT6	STAT6_2_gene	LRP1	0.0433985262266836	1
rs324015	STAT6	STAT6_2_gene	SDR9C7	1	1
rs324015	STAT6	STAT6_2_gene	ZBTB39	0.808719698588891	1
rs324015	STAT6	STAT6_2_gene	GPR182	1	1
rs324015	STAT6	STAT6_2_gene	RDH16	0.134507498294871	1
rs324015	STAT6	STAT6_2_gene	STAT6	0.126601315944571	1
rs324015	STAT6	STAT6_2_gene	MYO1A	1	1
rs324015	STAT6	STAT6_2_gene	NAB2	0.705348309464418	1
rs324015	STAT6	STAT6_2_gene	SHMT2	0.0784423076433754	1
rs324015	STAT6	STAT6_2_gene	STAC3	1	1
rs324015	STAT6	STAT6_2_gene	NXPH4	0.583471925199888	1
rs324015	STAT6	STAT6_2_gene	MIR1228	1	1
rs324015	STAT6	STAT6_2_gene	NDUFA4L2	0.37792730866202	1
rs324015	STAT6	STAT6_3_gene	R3HDM2	0.867592506953505	1
rs324015	STAT6	STAT6_3_gene	TAC3	0.506663046449807	1
rs324015	STAT6	STAT6_3_gene	LRP1	0.811342447967594	1
rs324015	STAT6	STAT6_3_gene	SDR9C7	1	1
rs324015	STAT6	STAT6_3_gene	ZBTB39	0.946689249013546	1
rs324015	STAT6	STAT6_3_gene	GPR182	1	1
rs324015	STAT6	STAT6_3_gene	RDH16	0.206564809524029	1
rs324015	STAT6	STAT6_3_gene	STAT6	0.0809703555873449	1
rs324015	STAT6	STAT6_3_gene	MYO1A	1	1
rs324015	STAT6	STAT6_3_gene	NAB2	0.0810610291744806	1
rs324015	STAT6	STAT6_3_gene	SHMT2	0.680028563722364	1
rs324015	STAT6	STAT6_3_gene	STAC3	0.20274629734648	1
rs324015	STAT6	STAT6_3_gene	NXPH4	0.600603198809122	1
rs324015	STAT6	STAT6_3_gene	MIR1228	1	1
rs324015	STAT6	STAT6_3_gene	NDUFA4L2	0.462884231295086	1
rs9882911	TRANK1	TRANK1_1_gene	TRANK1	1	1
rs9882911	TRANK1	TRANK1_1_gene	DCLK3	1	1
rs9882911	TRANK1	TRANK1_1_gene	MLH1	0.934635672892934	1
rs9882911	TRANK1	TRANK1_1_gene	EPM2AIP1	0.818815953802817	1
rs9882911	TRANK1	TRANK1_2_gene	TRANK1	1	1
rs9882911	TRANK1	TRANK1_2_gene	DCLK3	1	1
rs9882911	TRANK1	TRANK1_2_gene	MLH1	0.553783277784693	1
rs9882911	TRANK1	TRANK1_2_gene	EPM2AIP1	0.405436984126268	1
rs9882911	TRANK1	TRANK1_3_gene	TRANK1	1	1
rs9882911	TRANK1	TRANK1_3_gene	DCLK3	1	1
rs9882911	TRANK1	TRANK1_3_gene	MLH1	0.428987754972105	1
rs9882911	TRANK1	TRANK1_3_gene	EPM2AIP1	0.79911500750054	1
rs11633075	UBE2Q2P1	UBE2Q2P1_1_gene	ZNF592	0.347570732279621	1
rs11633075	UBE2Q2P1	UBE2Q2P1_1_gene	WDR73	0.124489946200571	1
rs11633075	UBE2Q2P1	UBE2Q2P1_1_gene	GOLGA6L4	0.662534316341375	1
rs11633075	UBE2Q2P1	UBE2Q2P1_1_gene	ZSCAN2	0.244986444232838	1
rs11633075	UBE2Q2P1	UBE2Q2P1_1_gene	SEC11A	0.76667665016143	1
rs11633075	UBE2Q2P1	UBE2Q2P1_1_gene	NMB	0.611451475932345	1
rs11633075	UBE2Q2P1	UBE2Q2P1_2_gene	ZNF592	0.863100735124618	1
rs11633075	UBE2Q2P1	UBE2Q2P1_2_gene	WDR73	0.780456298422203	1
rs11633075	UBE2Q2P1	UBE2Q2P1_2_gene	GOLGA6L4	0.174841399738305	1
rs11633075	UBE2Q2P1	UBE2Q2P1_2_gene	ZSCAN2	0.907215131297229	1
rs11633075	UBE2Q2P1	UBE2Q2P1_2_gene	SEC11A	0.345006084441756	1
rs11633075	UBE2Q2P1	UBE2Q2P1_2_gene	NMB	0.820816338697889	1
rs11633075	UBE2Q2P1	UBE2Q2P1_3_gene	ZNF592	0.870582309735865	1
rs11633075	UBE2Q2P1	UBE2Q2P1_3_gene	WDR73	0.671079282326374	1
rs11633075	UBE2Q2P1	UBE2Q2P1_3_gene	GOLGA6L4	0.607880392178572	1
rs11633075	UBE2Q2P1	UBE2Q2P1_3_gene	ZSCAN2	0.316121662320925	1
rs11633075	UBE2Q2P1	UBE2Q2P1_3_gene	SEC11A	0.022526015816574	1
rs11633075	UBE2Q2P1	UBE2Q2P1_3_gene	NMB	0.961447702406762	1
rs2027349	VPS45	VPS45_1_gene	OTUD7B	0.863228276163389	1
rs2027349	VPS45	VPS45_1_gene	VPS45	0.032852783281509	1
rs2027349	VPS45	VPS45_1_gene	MTMR11	0.00172313752725687	1
rs2027349	VPS45	VPS45_1_gene	SV2A	0.344466454701982	1
rs2027349	VPS45	VPS45_1_gene	HIST2H2AC	0.511370347004269	1
rs2027349	VPS45	VPS45_1_gene	HIST2H2BE	0.311490557924166	1
rs2027349	VPS45	VPS45_1_gene	BOLA1	0.702008555017648	1
rs2027349	VPS45	VPS45_1_gene	SF3B4	0.54239159797101	1
rs2027349	VPS45	VPS45_1_gene	HIST2H2AB	1	1
rs2027349	VPS45	VPS45_1_gene	PLEKHO1	0.947972404582256	1
rs2027349	VPS45	VPS45_1_gene	ANP32E	0.0391862583075694	1
rs2027349	VPS45	VPS45_1_gene	APH1A	0.327679163938399	1
rs2027349	VPS45	VPS45_1_gene	CA14	0.919455232066943	1
rs2027349	VPS45	VPS45_2_gene	OTUD7B	0.107574655905694	1
rs2027349	VPS45	VPS45_2_gene	VPS45	4.7786928405109e-05	0.711451790095263
rs2027349	VPS45	VPS45_2_gene	MTMR11	0.379903773539982	1
rs2027349	VPS45	VPS45_2_gene	SV2A	0.0243745565624828	1
rs2027349	VPS45	VPS45_2_gene	HIST2H2AC	0.390674365650192	1
rs2027349	VPS45	VPS45_2_gene	HIST2H2BE	0.217796651664285	1
rs2027349	VPS45	VPS45_2_gene	BOLA1	0.425792138924931	1
rs2027349	VPS45	VPS45_2_gene	SF3B4	0.337554612196647	1
rs2027349	VPS45	VPS45_2_gene	HIST2H2AB	1	1
rs2027349	VPS45	VPS45_2_gene	PLEKHO1	0.856248759506819	1
rs2027349	VPS45	VPS45_2_gene	ANP32E	0.932852456814423	1
rs2027349	VPS45	VPS45_2_gene	APH1A	0.881081102723127	1
rs2027349	VPS45	VPS45_2_gene	CA14	0.326071918712892	1
rs2027349	VPS45	VPS45_3_gene	OTUD7B	0.871420418088058	1
rs2027349	VPS45	VPS45_3_gene	VPS45	0.0501800286065592	1
rs2027349	VPS45	VPS45_3_gene	MTMR11	0.831585977330059	1
rs2027349	VPS45	VPS45_3_gene	SV2A	0.498021860965774	1
rs2027349	VPS45	VPS45_3_gene	HIST2H2AC	0.131622875911042	1
rs2027349	VPS45	VPS45_3_gene	HIST2H2BE	0.257710836654346	1
rs2027349	VPS45	VPS45_3_gene	BOLA1	0.79771683994969	1
rs2027349	VPS45	VPS45_3_gene	SF3B4	0.0207808336813317	1
rs2027349	VPS45	VPS45_3_gene	HIST2H2AB	1	1
rs2027349	VPS45	VPS45_3_gene	PLEKHO1	0.799229995490534	1
rs2027349	VPS45	VPS45_3_gene	ANP32E	0.599182651525707	1
rs2027349	VPS45	VPS45_3_gene	APH1A	0.85149635301545	1
rs2027349	VPS45	VPS45_3_gene	CA14	0.227365783150054	1
rs186132169	NGEF	NGEF_1_gene	NGEF	0.502836033040837	1
rs186132169	NGEF	NGEF_1_gene	GIGYF2	0.176323091489288	1
rs186132169	NGEF	NGEF_1_gene	INPP5D	0.843395384639863	1
rs186132169	NGEF	NGEF_1_gene	KCNJ13	1	1
rs186132169	NGEF	NGEF_1_gene	NEU2	1	1
rs186132169	NGEF	NGEF_2_gene	NGEF	0.787725021620398	1
rs186132169	NGEF	NGEF_2_gene	GIGYF2	0.0393357379794791	1
rs186132169	NGEF	NGEF_2_gene	INPP5D	0.942764540847506	1
rs186132169	NGEF	NGEF_2_gene	KCNJ13	1	1
rs186132169	NGEF	NGEF_2_gene	NEU2	1	1
rs9661794	DPYD	DPYD_1_gene	DPYD	0.158631757162346	1
rs9661794	DPYD	DPYD_1_gene	MIR137HG	1	1
rs9661794	DPYD	DPYD_1_gene	MIR2682	1	1
rs9661794	DPYD	DPYD_1_gene	MIR137	1	1
rs9661794	DPYD	DPYD_2_gene	DPYD	1	1
rs9661794	DPYD	DPYD_2_gene	MIR137HG	1	1
rs9661794	DPYD	DPYD_2_gene	MIR2682	1	1
rs9661794	DPYD	DPYD_2_gene	MIR137	1	1
rs9661794	DPYD	DPYD_3_gene	DPYD	1	1
rs9661794	DPYD	DPYD_3_gene	MIR137HG	1	1
rs9661794	DPYD	DPYD_3_gene	MIR2682	1	1
rs9661794	DPYD	DPYD_3_gene	MIR137	1	1
rs7936858	LOC100507431	LOC100507431_1_gene	C11orf44	1	1
rs7936858	LOC100507431	LOC100507431_1_gene	MIR8052	1	1
rs7936858	LOC100507431	LOC100507431_1_gene	SNX19	0.939852237754609	1
rs7936858	LOC100507431	LOC100507431_2_gene	C11orf44	1	1
rs7936858	LOC100507431	LOC100507431_2_gene	MIR8052	1	1
rs7936858	LOC100507431	LOC100507431_2_gene	SNX19	0.87824092525404	1
rs7936858	LOC100507431	LOC100507431_3_gene	C11orf44	1	1
rs7936858	LOC100507431	LOC100507431_3_gene	MIR8052	1	1
rs7936858	LOC100507431	LOC100507431_3_gene	SNX19	0.340294568313513	1
rs3861678	LINC00637	LINC00637_1_gene	PPP1R13B	0.828437321812963	1
rs3861678	LINC00637	LINC00637_1_gene	TDRD9	1	1
rs3861678	LINC00637	LINC00637_1_gene	ZFYVE21	0.416835540639791	1
rs3861678	LINC00637	LINC00637_1_gene	KLC1	0.908688209490519	1
rs3861678	LINC00637	LINC00637_1_gene	XRCC3	0.348244289483921	1
rs3861678	LINC00637	LINC00637_1_gene	LINC00637	1	1
rs3861678	LINC00637	LINC00637_1_gene	RD3L	1	1
rs3861678	LINC00637	LINC00637_2_gene	PPP1R13B	0.416850755006502	1
rs3861678	LINC00637	LINC00637_2_gene	TDRD9	1	1
rs3861678	LINC00637	LINC00637_2_gene	ZFYVE21	0.893713435885312	1
rs3861678	LINC00637	LINC00637_2_gene	KLC1	0.287720404352645	1
rs3861678	LINC00637	LINC00637_2_gene	XRCC3	0.785227480610494	1
rs3861678	LINC00637	LINC00637_2_gene	LINC00637	1	1
rs3861678	LINC00637	LINC00637_2_gene	RD3L	1	1
rs3861678	LINC00637	LINC00637_3_gene	PPP1R13B	0.265727654828787	1
rs3861678	LINC00637	LINC00637_3_gene	TDRD9	1	1
rs3861678	LINC00637	LINC00637_3_gene	ZFYVE21	0.540488904078505	1
rs3861678	LINC00637	LINC00637_3_gene	KLC1	0.925973627192262	1
rs3861678	LINC00637	LINC00637_3_gene	XRCC3	0.896930521909278	1
rs3861678	LINC00637	LINC00637_3_gene	LINC00637	1	1
rs3861678	LINC00637	LINC00637_3_gene	RD3L	1	1
rs10933	PBRM1	PBRM1_1_gene	PBRM1	0.232128421881374	1
rs10933	PBRM1	PBRM1_1_gene	ITIH1	1	1
rs10933	PBRM1	PBRM1_1_gene	NT5DC2	0.623422517240327	1
rs10933	PBRM1	PBRM1_1_gene	STAB1	1	1
