locus_SNP	locus	gRNA	cisGene	MASTcpmdetvalue	FDR
rs7148456	BAG5	BAG5_3_gene	ZFYVE21	0.154974797082725	1
rs7148456	BAG5	BAG5_3_gene	LINC00637	1	1
rs7148456	BAG5	BAG5_3_gene	RD3L	1	1
rs7148456	BAG5	BAG5_3_gene	ASPG	1	1
rs7148456	BAG5	BAG5_3_gene	MIR203A	1	1
rs7148456	BAG5	BAG5_3_gene	MIR203B	1	1
rs7148456	BAG5	BAG5_3_gene	KIF26A	0.440542925201384	1
rs12895055	BCL11B	BCL11B_1_gene	SETD3	0.0375268711003206	1
rs12895055	BCL11B	BCL11B_1_gene	CCDC85C	0.648274176205017	1
rs12895055	BCL11B	BCL11B_1_gene	HHIPL1	1	1
rs12895055	BCL11B	BCL11B_1_gene	EML1	0.346060559624431	1
rs12895055	BCL11B	BCL11B_1_gene	EVL	0.354372365473474	1
rs12895055	BCL11B	BCL11B_1_gene	C14orf177	1	1
rs12895055	BCL11B	BCL11B_1_gene	BCL11B	0.644908612355538	1
rs12895055	BCL11B	BCL11B_1_gene	CCNK	0.692214744576872	1
rs12895055	BCL11B	BCL11B_1_gene	CYP46A1	0.797285984214295	1
rs12895055	BCL11B	BCL11B_1_gene	MIR151B	1	1
rs12895055	BCL11B	BCL11B_1_gene	MIR342	1	1
rs12895055	BCL11B	BCL11B_1_gene	DEGS2	0.78550586888631	1
rs12895055	BCL11B	BCL11B_1_gene	YY1	0.461586776200783	1
rs12895055	BCL11B	BCL11B_2_gene	SETD3	0.832235367265028	1
rs12895055	BCL11B	BCL11B_2_gene	CCDC85C	0.984056002455949	1
rs12895055	BCL11B	BCL11B_2_gene	HHIPL1	1	1
rs12895055	BCL11B	BCL11B_2_gene	EML1	0.930758015942576	1
rs12895055	BCL11B	BCL11B_2_gene	EVL	0.832730721544101	1
rs12895055	BCL11B	BCL11B_2_gene	C14orf177	1	1
rs12895055	BCL11B	BCL11B_2_gene	BCL11B	0.416028954295789	1
rs12895055	BCL11B	BCL11B_2_gene	CCNK	0.292799920233627	1
rs12895055	BCL11B	BCL11B_2_gene	CYP46A1	0.412927773171355	1
rs12895055	BCL11B	BCL11B_2_gene	MIR151B	1	1
rs12895055	BCL11B	BCL11B_2_gene	MIR342	1	1
rs12895055	BCL11B	BCL11B_2_gene	DEGS2	0.412498807312869	1
rs12895055	BCL11B	BCL11B_2_gene	YY1	0.573696166699042	1
rs12895055	BCL11B	BCL11B_3_gene	SETD3	0.0231703932051713	1
rs12895055	BCL11B	BCL11B_3_gene	CCDC85C	0.744706801500333	1
rs12895055	BCL11B	BCL11B_3_gene	HHIPL1	1	1
rs12895055	BCL11B	BCL11B_3_gene	EML1	0.944571356505327	1
rs12895055	BCL11B	BCL11B_3_gene	EVL	0.823072568733152	1
rs12895055	BCL11B	BCL11B_3_gene	C14orf177	1	1
rs12895055	BCL11B	BCL11B_3_gene	BCL11B	0.644407416968147	1
rs12895055	BCL11B	BCL11B_3_gene	CCNK	0.399448101562833	1
rs12895055	BCL11B	BCL11B_3_gene	CYP46A1	0.873049691561271	1
rs12895055	BCL11B	BCL11B_3_gene	MIR151B	1	1
rs12895055	BCL11B	BCL11B_3_gene	MIR342	1	1
rs12895055	BCL11B	BCL11B_3_gene	DEGS2	0.809072451344642	1
rs12895055	BCL11B	BCL11B_3_gene	YY1	0.962274908982982	1
rs7170068	CHRNA3	CHRNA3_1_gene	TMED3	0.123613988907793	1
rs7170068	CHRNA3	CHRNA3_1_gene	LINGO1	0.724737841865663	1
rs7170068	CHRNA3	CHRNA3_1_gene	ACSBG1	0.542784431240345	1
rs7170068	CHRNA3	CHRNA3_1_gene	IREB2	0.633848530607295	1
rs7170068	CHRNA3	CHRNA3_1_gene	CHRNA3	0.749479414393552	1
rs7170068	CHRNA3	CHRNA3_1_gene	MORF4L1	0.970578795325705	1
rs7170068	CHRNA3	CHRNA3_1_gene	RASGRF1	1	1
rs7170068	CHRNA3	CHRNA3_1_gene	TBC1D2B	0.68910776982785	1
rs7170068	CHRNA3	CHRNA3_1_gene	SH2D7	1	1
rs7170068	CHRNA3	CHRNA3_1_gene	CIB2	0.301592113282992	1
rs7170068	CHRNA3	CHRNA3_1_gene	IDH3A	0.029592245392971	1
rs7170068	CHRNA3	CHRNA3_1_gene	DNAJA4	1	1
rs7170068	CHRNA3	CHRNA3_1_gene	WDR61	0.289017388086137	1
rs7170068	CHRNA3	CHRNA3_1_gene	CRABP1	0.148977968149197	1
rs7170068	CHRNA3	CHRNA3_1_gene	PSMA4	0.602086202024562	1
rs7170068	CHRNA3	CHRNA3_1_gene	CHRNA5	0.479600707562909	1
rs7170068	CHRNA3	CHRNA3_1_gene	CHRNB4	1	1
rs7170068	CHRNA3	CHRNA3_1_gene	ADAMTS7	0.435803896743375	1
rs7170068	CHRNA3	CHRNA3_1_gene	CTSH	0.26476570921297	1
rs7170068	CHRNA3	CHRNA3_1_gene	MIR184	1	1
rs7170068	CHRNA3	CHRNA3_1_gene	ANKRD34C	1	1
rs7170068	CHRNA3	CHRNA3_2_gene	TMED3	0.62279478291382	1
rs7170068	CHRNA3	CHRNA3_2_gene	LINGO1	0.0976061776938931	1
rs7170068	CHRNA3	CHRNA3_2_gene	ACSBG1	0.165184974615411	1
rs7170068	CHRNA3	CHRNA3_2_gene	IREB2	0.176220967648589	1
rs7170068	CHRNA3	CHRNA3_2_gene	CHRNA3	0.492658756914522	1
rs7170068	CHRNA3	CHRNA3_2_gene	MORF4L1	0.999005598660431	1
rs7170068	CHRNA3	CHRNA3_2_gene	RASGRF1	1	1
rs7170068	CHRNA3	CHRNA3_2_gene	TBC1D2B	0.971076798598821	1
rs7170068	CHRNA3	CHRNA3_2_gene	SH2D7	1	1
rs7170068	CHRNA3	CHRNA3_2_gene	CIB2	0.69810933444453	1
rs7170068	CHRNA3	CHRNA3_2_gene	IDH3A	0.833452058160022	1
rs7170068	CHRNA3	CHRNA3_2_gene	DNAJA4	1	1
rs7170068	CHRNA3	CHRNA3_2_gene	WDR61	0.52808670138322	1
rs7170068	CHRNA3	CHRNA3_2_gene	CRABP1	0.987900108549912	1
rs7170068	CHRNA3	CHRNA3_2_gene	PSMA4	0.682058804197384	1
rs7170068	CHRNA3	CHRNA3_2_gene	CHRNA5	0.960570062383594	1
rs7170068	CHRNA3	CHRNA3_2_gene	CHRNB4	0.0782395081738826	1
rs7170068	CHRNA3	CHRNA3_2_gene	ADAMTS7	0.678281488573204	1
rs7170068	CHRNA3	CHRNA3_2_gene	CTSH	0.93461526911925	1
rs7170068	CHRNA3	CHRNA3_2_gene	MIR184	1	1
rs7170068	CHRNA3	CHRNA3_2_gene	ANKRD34C	1	1
rs7170068	CHRNA3	CHRNA3_3_gene	TMED3	0.747064211183927	1
rs7170068	CHRNA3	CHRNA3_3_gene	LINGO1	0.399264401383962	1
rs7170068	CHRNA3	CHRNA3_3_gene	ACSBG1	0.170130595119877	1
rs7170068	CHRNA3	CHRNA3_3_gene	IREB2	0.303348267893768	1
rs7170068	CHRNA3	CHRNA3_3_gene	CHRNA3	0.427114595058901	1
rs7170068	CHRNA3	CHRNA3_3_gene	MORF4L1	0.521068008499039	1
rs7170068	CHRNA3	CHRNA3_3_gene	RASGRF1	1	1
rs7170068	CHRNA3	CHRNA3_3_gene	TBC1D2B	0.317261755321279	1
rs7170068	CHRNA3	CHRNA3_3_gene	SH2D7	1	1
rs7170068	CHRNA3	CHRNA3_3_gene	CIB2	0.126117096251795	1
rs7170068	CHRNA3	CHRNA3_3_gene	IDH3A	0.955561279714816	1
rs7170068	CHRNA3	CHRNA3_3_gene	DNAJA4	1	1
rs7170068	CHRNA3	CHRNA3_3_gene	WDR61	0.724222508813577	1
rs7170068	CHRNA3	CHRNA3_3_gene	CRABP1	0.37274804092691	1
rs7170068	CHRNA3	CHRNA3_3_gene	PSMA4	0.134004416911992	1
rs7170068	CHRNA3	CHRNA3_3_gene	CHRNA5	0.297424871662727	1
rs7170068	CHRNA3	CHRNA3_3_gene	CHRNB4	1	1
rs7170068	CHRNA3	CHRNA3_3_gene	ADAMTS7	0.846599488866518	1
rs7170068	CHRNA3	CHRNA3_3_gene	CTSH	0.77873788541417	1
rs7170068	CHRNA3	CHRNA3_3_gene	MIR184	1	1
rs7170068	CHRNA3	CHRNA3_3_gene	ANKRD34C	1	1
rs520843	GALNT10	GALNT10_1_gene	GRIA1	0.235738389749794	1
rs520843	GALNT10	GALNT10_1_gene	LARP1	0.342953104975886	1
rs520843	GALNT10	GALNT10_1_gene	GALNT10	0.497365877332602	1
rs520843	GALNT10	GALNT10_1_gene	GEMIN5	0.730741266861023	1
rs520843	GALNT10	GALNT10_1_gene	FAM114A2	0.401168807916459	1
rs520843	GALNT10	GALNT10_1_gene	MFAP3	0.785553874783002	1
rs520843	GALNT10	GALNT10_1_gene	MIR1294	1	1
rs520843	GALNT10	GALNT10_1_gene	SAP30L	0.529629000041301	1
rs520843	GALNT10	GALNT10_1_gene	HAND1	1	1
rs520843	GALNT10	GALNT10_1_gene	MIR3141	1	1
rs520843	GALNT10	GALNT10_1_gene	MIR1303	1	1
rs520843	GALNT10	GALNT10_1_gene	FAXDC2	0.389748708475821	1
rs520843	GALNT10	GALNT10_1_gene	MIR378H	1	1
rs520843	GALNT10	GALNT10_1_gene	CNOT8	0.857937774250462	1
rs520843	GALNT10	GALNT10_1_gene	MRPL22	0.668273676242505	1
rs520843	GALNT10	GALNT10_1_gene	KIF4B	0.262848835037766	1
rs520843	GALNT10	GALNT10_2_gene	GRIA1	0.668544467724814	1
rs520843	GALNT10	GALNT10_2_gene	LARP1	0.46007033571536	1
rs520843	GALNT10	GALNT10_2_gene	GALNT10	0.0677978219405955	1
rs520843	GALNT10	GALNT10_2_gene	GEMIN5	0.56884845750871	1
rs520843	GALNT10	GALNT10_2_gene	FAM114A2	0.360626248083529	1
rs520843	GALNT10	GALNT10_2_gene	MFAP3	0.795775894064508	1
rs520843	GALNT10	GALNT10_2_gene	MIR1294	1	1
rs520843	GALNT10	GALNT10_2_gene	SAP30L	0.344838069569131	1
rs520843	GALNT10	GALNT10_2_gene	HAND1	1	1
rs520843	GALNT10	GALNT10_2_gene	MIR3141	1	1
rs520843	GALNT10	GALNT10_2_gene	MIR1303	1	1
rs520843	GALNT10	GALNT10_2_gene	FAXDC2	0.382768233484848	1
rs520843	GALNT10	GALNT10_2_gene	MIR378H	1	1
rs520843	GALNT10	GALNT10_2_gene	CNOT8	0.721185682343276	1
rs520843	GALNT10	GALNT10_2_gene	MRPL22	0.89064578598833	1
rs520843	GALNT10	GALNT10_2_gene	KIF4B	0.255992645206323	1
rs520843	GALNT10	GALNT10_3_gene	GRIA1	0.00373690459526683	1
rs520843	GALNT10	GALNT10_3_gene	LARP1	0.957739130179773	1
rs520843	GALNT10	GALNT10_3_gene	GALNT10	0.0554195454535784	1
rs520843	GALNT10	GALNT10_3_gene	GEMIN5	0.377087960675421	1
rs520843	GALNT10	GALNT10_3_gene	FAM114A2	0.752295927891223	1
rs520843	GALNT10	GALNT10_3_gene	MFAP3	0.0485936114405301	1
rs520843	GALNT10	GALNT10_3_gene	MIR1294	1	1
rs520843	GALNT10	GALNT10_3_gene	SAP30L	0.0883863570804367	1
rs520843	GALNT10	GALNT10_3_gene	HAND1	1	1
rs520843	GALNT10	GALNT10_3_gene	MIR3141	1	1
rs520843	GALNT10	GALNT10_3_gene	MIR1303	1	1
rs520843	GALNT10	GALNT10_3_gene	FAXDC2	0.327483491233713	1
rs520843	GALNT10	GALNT10_3_gene	MIR378H	1	1
rs520843	GALNT10	GALNT10_3_gene	CNOT8	0.103607479859997	1
rs520843	GALNT10	GALNT10_3_gene	MRPL22	0.742634162652011	1
rs520843	GALNT10	GALNT10_3_gene	KIF4B	0.190228334264385	1
rs12716973	KCTD13	KCTD13_1_gene	ZNF48	0.0173872181961383	1
rs12716973	KCTD13	KCTD13_1_gene	NFATC2IP	0.761326866861818	1
rs12716973	KCTD13	KCTD13_1_gene	SEZ6L2	0.933762962104257	1
rs12716973	KCTD13	KCTD13_1_gene	INO80E	0.301514827744042	1
rs12716973	KCTD13	KCTD13_1_gene	FBRS	0.151769798405235	1
rs12716973	KCTD13	KCTD13_1_gene	CD19	1	1
rs12716973	KCTD13	KCTD13_1_gene	MIR4517	1	1
rs12716973	KCTD13	KCTD13_1_gene	SPNS1	0.610893146448896	1
rs12716973	KCTD13	KCTD13_1_gene	LAT	0.642883287774631	1
rs12716973	KCTD13	KCTD13_1_gene	NPIPB11	1	1
rs12716973	KCTD13	KCTD13_1_gene	BOLA2	0.241377039012928	1
rs12716973	KCTD13	KCTD13_1_gene	BOLA2B	0.997537942322832	1
rs12716973	KCTD13	KCTD13_1_gene	SLX1A	0.461967841078691	1
rs12716973	KCTD13	KCTD13_1_gene	SLX1B	1	1
rs12716973	KCTD13	KCTD13_1_gene	SLX1A-SULT1A3	1	1
rs12716973	KCTD13	KCTD13_1_gene	SLX1B-SULT1A4	1	1
rs12716973	KCTD13	KCTD13_1_gene	SULT1A4	1	1
rs12716973	KCTD13	KCTD13_1_gene	SULT1A3	0.996500852461381	1
rs12716973	KCTD13	KCTD13_1_gene	MIR3680-1	1	1
rs12716973	KCTD13	KCTD13_1_gene	MIR3680-2	1	1
rs12716973	KCTD13	KCTD13_1_gene	SPN	1	1
rs12716973	KCTD13	KCTD13_1_gene	QPRT	0.420427913670383	1
rs12716973	KCTD13	KCTD13_1_gene	C16orf54	1	1
rs12716973	KCTD13	KCTD13_1_gene	ZG16	1	1
rs12716973	KCTD13	KCTD13_1_gene	KIF22	0.466714113911356	1
rs12716973	KCTD13	KCTD13_1_gene	MAZ	0.580251444597832	1
rs12716973	KCTD13	KCTD13_1_gene	PRRT2	0.00346336800947164	1
rs12716973	KCTD13	KCTD13_1_gene	PAGR1	0.680081965422462	1
rs12716973	KCTD13	KCTD13_1_gene	MVP	0.656266765185468	1
rs12716973	KCTD13	KCTD13_1_gene	CDIPT	0.99744695454466	1
rs12716973	KCTD13	KCTD13_1_gene	ASPHD1	0.821153971852254	1
rs12716973	KCTD13	KCTD13_1_gene	KCTD13	0.797034354864792	1
rs12716973	KCTD13	KCTD13_1_gene	TMEM219	0.157674552398177	1
rs12716973	KCTD13	KCTD13_1_gene	TAOK2	0.417968414804415	1
rs12716973	KCTD13	KCTD13_1_gene	HIRIP3	0.598350017403786	1
rs12716973	KCTD13	KCTD13_1_gene	DOC2A	0.845443547867949	1
rs12716973	KCTD13	KCTD13_1_gene	C16orf92	1	1
rs12716973	KCTD13	KCTD13_1_gene	FAM57B	0.285358489094556	1
rs12716973	KCTD13	KCTD13_1_gene	ALDOA	0.738316408694864	1
rs12716973	KCTD13	KCTD13_1_gene	PPP4C	0.153599222922661	1
rs12716973	KCTD13	KCTD13_1_gene	TBX6	1	1
rs12716973	KCTD13	KCTD13_1_gene	YPEL3	0.91640846427474	1
rs12716973	KCTD13	KCTD13_1_gene	GDPD3	1	1
rs12716973	KCTD13	KCTD13_1_gene	MAPK3	0.780424538226145	1
rs12716973	KCTD13	KCTD13_1_gene	CORO1A	0.743050381372173	1
rs12716973	KCTD13	KCTD13_1_gene	CD2BP2	0.55730702532541	1
rs12716973	KCTD13	KCTD13_1_gene	TBC1D10B	0.512455311636278	1
rs12716973	KCTD13	KCTD13_1_gene	MYLPF	0.326980627123772	1
rs12716973	KCTD13	KCTD13_1_gene	SEPT1	0.781312752401272	1
rs12716973	KCTD13	KCTD13_1_gene	ZNF771	0.147017589998138	1
rs12716973	KCTD13	KCTD13_1_gene	DCTPP1	0.827280931297596	1
rs12716973	KCTD13	KCTD13_1_gene	SEPHS2	0.179457762702483	1
rs12716973	KCTD13	KCTD13_1_gene	ITGAL	1	1
rs12716973	KCTD13	KCTD13_1_gene	MIR4518	1	1
rs12716973	KCTD13	KCTD13_1_gene	ZNF768	0.0670858352538291	1
rs12716973	KCTD13	KCTD13_1_gene	ZNF747	0.350787146069037	1
rs12716973	KCTD13	KCTD13_1_gene	ZNF764	0.572954048822547	1
rs12716973	KCTD13	KCTD13_1_gene	ZNF688	0.488866669448106	1
rs12716973	KCTD13	KCTD13_1_gene	ZNF785	0.325364534464558	1
rs12716973	KCTD13	KCTD13_1_gene	ZNF689	0.421958933210058	1
rs12716973	KCTD13	KCTD13_1_gene	PRR14	0.863843641716025	1
rs12716973	KCTD13	KCTD13_1_gene	SRCAP	0.879578619862954	1
rs12716973	KCTD13	KCTD13_1_gene	TMEM265	1	1
rs12716973	KCTD13	KCTD13_1_gene	PHKG2	0.0682797772195952	1
rs12716973	KCTD13	KCTD13_1_gene	CCDC189	0.478355314174227	1
rs12716973	KCTD13	KCTD13_1_gene	RNF40	0.34096570257138	1
rs12716973	KCTD13	KCTD13_1_gene	ZNF629	0.905844084872092	1
rs12716973	KCTD13	KCTD13_1_gene	BCL7C	0.45335404279904	1
rs12716973	KCTD13	KCTD13_1_gene	MIR4519	1	1
rs12716973	KCTD13	KCTD13_1_gene	MIR762	1	1
rs12716973	KCTD13	KCTD13_1_gene	CTF1	0.642264774852183	1
rs12716973	KCTD13	KCTD13_1_gene	FBXL19	0.373311550057295	1
rs12716973	KCTD13	KCTD13_2_gene	ZNF48	0.0131216287330712	1
rs12716973	KCTD13	KCTD13_2_gene	NFATC2IP	0.565634164010228	1
rs12716973	KCTD13	KCTD13_2_gene	SEZ6L2	0.601449982734203	1
rs12716973	KCTD13	KCTD13_2_gene	INO80E	0.814466983316161	1
rs12716973	KCTD13	KCTD13_2_gene	FBRS	0.464445750292668	1
rs12716973	KCTD13	KCTD13_2_gene	CD19	1	1
rs12716973	KCTD13	KCTD13_2_gene	MIR4517	1	1
rs12716973	KCTD13	KCTD13_2_gene	SPNS1	0.6770410373487	1
rs12716973	KCTD13	KCTD13_2_gene	LAT	0.612186941188486	1
rs12716973	KCTD13	KCTD13_2_gene	NPIPB11	1	1
rs12716973	KCTD13	KCTD13_2_gene	BOLA2	0.225450224563741	1
rs12716973	KCTD13	KCTD13_2_gene	BOLA2B	0.753259620911775	1
rs12716973	KCTD13	KCTD13_2_gene	SLX1A	0.452970547769386	1
rs12716973	KCTD13	KCTD13_2_gene	SLX1B	1	1
rs12716973	KCTD13	KCTD13_2_gene	SLX1A-SULT1A3	1	1
rs12716973	KCTD13	KCTD13_2_gene	SLX1B-SULT1A4	1	1
rs12716973	KCTD13	KCTD13_2_gene	SULT1A4	1	1
rs12716973	KCTD13	KCTD13_2_gene	SULT1A3	0.810337127314159	1
rs12716973	KCTD13	KCTD13_2_gene	MIR3680-1	1	1
rs12716973	KCTD13	KCTD13_2_gene	MIR3680-2	1	1
rs12716973	KCTD13	KCTD13_2_gene	SPN	0.0827458962845744	1
rs12716973	KCTD13	KCTD13_2_gene	QPRT	0.433809828552997	1
rs12716973	KCTD13	KCTD13_2_gene	C16orf54	1	1
rs12716973	KCTD13	KCTD13_2_gene	ZG16	1	1
rs12716973	KCTD13	KCTD13_2_gene	KIF22	0.65913225332295	1
rs12716973	KCTD13	KCTD13_2_gene	MAZ	0.880650906999097	1
rs12716973	KCTD13	KCTD13_2_gene	PRRT2	0.82625403970746	1
rs12716973	KCTD13	KCTD13_2_gene	PAGR1	0.14691079685874	1
rs12716973	KCTD13	KCTD13_2_gene	MVP	0.687594845180126	1
rs12716973	KCTD13	KCTD13_2_gene	CDIPT	0.46733660910962	1
rs12716973	KCTD13	KCTD13_2_gene	ASPHD1	0.110972567535004	1
rs12716973	KCTD13	KCTD13_2_gene	KCTD13	0.699804992334038	1
rs12716973	KCTD13	KCTD13_2_gene	TMEM219	0.0773687282712427	1
rs12716973	KCTD13	KCTD13_2_gene	TAOK2	0.755637922367155	1
rs12716973	KCTD13	KCTD13_2_gene	HIRIP3	0.440054510787095	1
rs12716973	KCTD13	KCTD13_2_gene	DOC2A	0.97451612086023	1
rs12716973	KCTD13	KCTD13_2_gene	C16orf92	1	1
rs12716973	KCTD13	KCTD13_2_gene	FAM57B	0.00848477748045089	1
rs12716973	KCTD13	KCTD13_2_gene	ALDOA	0.638803447721863	1
rs12716973	KCTD13	KCTD13_2_gene	PPP4C	0.597300812932574	1
rs12716973	KCTD13	KCTD13_2_gene	TBX6	1	1
rs12716973	KCTD13	KCTD13_2_gene	YPEL3	0.777441875882441	1
rs12716973	KCTD13	KCTD13_2_gene	GDPD3	1	1
rs12716973	KCTD13	KCTD13_2_gene	MAPK3	0.41004268219052	1
rs12716973	KCTD13	KCTD13_2_gene	CORO1A	0.529110162857632	1
rs12716973	KCTD13	KCTD13_2_gene	CD2BP2	0.839923189764738	1
rs12716973	KCTD13	KCTD13_2_gene	TBC1D10B	0.447411646282402	1
rs12716973	KCTD13	KCTD13_2_gene	MYLPF	0.309277072597677	1
rs12716973	KCTD13	KCTD13_2_gene	SEPT1	0.818674207466756	1
rs12716973	KCTD13	KCTD13_2_gene	ZNF771	0.151267261482193	1
rs12716973	KCTD13	KCTD13_2_gene	DCTPP1	0.640118269478487	1
rs12716973	KCTD13	KCTD13_2_gene	SEPHS2	0.643795395150269	1
rs12716973	KCTD13	KCTD13_2_gene	ITGAL	1	1
rs12716973	KCTD13	KCTD13_2_gene	MIR4518	1	1
rs12716973	KCTD13	KCTD13_2_gene	ZNF768	0.171769287232289	1
rs12716973	KCTD13	KCTD13_2_gene	ZNF747	0.613469018632723	1
rs12716973	KCTD13	KCTD13_2_gene	ZNF764	0.516489330128975	1
rs12716973	KCTD13	KCTD13_2_gene	ZNF688	0.434220725362878	1
rs12716973	KCTD13	KCTD13_2_gene	ZNF785	0.0857010160289565	1
rs12716973	KCTD13	KCTD13_2_gene	ZNF689	0.579072875245793	1
rs12716973	KCTD13	KCTD13_2_gene	PRR14	0.300815683804775	1
rs12716973	KCTD13	KCTD13_2_gene	SRCAP	0.928091670390015	1
rs12716973	KCTD13	KCTD13_2_gene	TMEM265	1	1
rs12716973	KCTD13	KCTD13_2_gene	PHKG2	0.766725170375265	1
rs12716973	KCTD13	KCTD13_2_gene	CCDC189	0.415497312270872	1
rs12716973	KCTD13	KCTD13_2_gene	RNF40	0.102959269490234	1
rs12716973	KCTD13	KCTD13_2_gene	ZNF629	0.716839334559079	1
rs12716973	KCTD13	KCTD13_2_gene	BCL7C	0.806531707299907	1
rs12716973	KCTD13	KCTD13_2_gene	MIR4519	1	1
rs12716973	KCTD13	KCTD13_2_gene	MIR762	1	1
rs12716973	KCTD13	KCTD13_2_gene	CTF1	0.366665937543045	1
rs12716973	KCTD13	KCTD13_2_gene	FBXL19	0.530512083446449	1
rs12716973	KCTD13	KCTD13_3_gene	ZNF48	0.00425914879982499	1
rs12716973	KCTD13	KCTD13_3_gene	NFATC2IP	0.73091400879853	1
rs12716973	KCTD13	KCTD13_3_gene	SEZ6L2	0.63054720729825	1
rs12716973	KCTD13	KCTD13_3_gene	INO80E	0.218016443247929	1
rs12716973	KCTD13	KCTD13_3_gene	FBRS	0.232396092923312	1
rs12716973	KCTD13	KCTD13_3_gene	CD19	1	1
rs12716973	KCTD13	KCTD13_3_gene	MIR4517	1	1
rs12716973	KCTD13	KCTD13_3_gene	SPNS1	0.524421408223282	1
